num,imdb_id,number_of _posters,total_box_office,with_adjusted_box_office,total_label
711,tt1490017,83,457729388,482971465,9
712,tt1245492,38,126539117,137023117,6
713,tt2334879,51,205440387,212993542,9
714,tt2234155,51,93672764,98288392,4
715,tt2404463,43,229727774,246215904,9
716,tt2515086,13,68541786,71525008,3
717,tt2017038,42,10386814,11032798,0
718,tt2404311,44,115602,115602,0
719,tt1206543,38,15434375,16604306,0
720,tt1979320,53,98230839,101015087,4
721,tt1457767,49,318000141,332196462,9
722,tt2194499,43,89309178,90892460,4
723,tt1205537,53,131377412,136329906,6
724,tt1758795,19,4128828,4489586,0
725,tt1204975,40,112914167,119513502,5
726,tt2011159,14,54323210,59468240,2
727,tt0480242,23,65669001,80114010,3
728,tt2387433,24,27704111,29503821,1
729,tt1392214,54,113402302,119705121,5
730,tt2140373,45,114962525,123437642,5
731,tt2002718,41,18273009,19100415,0
732,tt2473510,33,78096553,79268608,3
733,tt2302755,66,150562164,160783461,7
734,tt2167202,27,11813989,12899057,0
735,tt2387559,29,70536870,73700376,3
736,tt2034139,21,25448707,27017040,1
737,tt2083355,10,72835710,80122260,3
738,tt2184339,50,91266581,97928006,4
739,tt2226417,38,161921515,170557746,8
740,tt2654360,3,152449,168196,0
741,tt2177771,59,158702748,166343535,7
742,tt1691917,79,238059569,247387655,9
743,tt1911644,35,69821476,75180981,3
744,tt0816442,50,76086711,78293974,3
745,tt2357129,37,43402515,45069227,2
746,tt2609912,5,32327255,35658735,1
747,tt2041534,1,52543354,57959664,2
748,tt2281587,15,79312301,84323695,3
749,tt0997047,12,50873923,62244768,2
750,tt1171222,25,22885836,25114419,1
751,tt2172935,16,9082906,9436259,0
752,tt1267297,54,243388614,250506225,9
753,tt0118689,34,83297,83297,0
754,tt2193215,67,71009334,72762997,3
755,tt1837703,30,6154172,6490395,0
756,tt1661382,44,69807260,72860115,3
757,tt2304459,3,549185,602954,0
758,tt0111161,80,2350000,2350000,0
759,tt2553908,3,173472,191393,0
760,tt2334873,31,24284,24284,0
761,tt1043726,43,58953319,60798948,2
762,tt2051894,9,2859955,3155440,0
763,tt1727388,24,26853810,29075487,1
764,tt1462900,27,57987299,58668696,2
765,tt1093908,30,108027701,116706065,5
766,tt1714206,13,6916951,7624999,0
767,tt2334649,12,17549645,19213005,0
768,tt2304771,37,29890402,30743528,1
769,tt2095649,38,25199891,25199891,1
770,tt1425922,7,7285135,8010219,0
771,tt2388637,22,1075009,1115465,0
772,tt1800241,78,257878294,273052650,9
773,tt2265398,21,407100,442610,0
774,tt2503954,12,3471,3471,0
775,tt0467110,13,65033328,78326883,3
776,tt2024544,41,181025343,186782424,9
777,tt2349460,5,2507159,2766196,0
778,tt1602613,38,4494560,4574718,0
780,tt2183034,26,42174545,45987009,2
781,tt2005374,28,5617460,5617460,0
782,tt1821658,47,122529966,128821423,6
783,tt1821549,27,24761360,26527942,1
784,tt2436386,37,32909437,34340989,1
785,tt1929263,16,100919111,109867559,5
786,tt2752758,33,36146087,37695309,1
787,tt1839642,13,1158877,1196582,0
788,tt2170299,17,7843145,8604917,0
789,tt2388715,30,44115496,46827384,2
790,tt2172934,49,38959900,41965824,1
791,tt1798709,51,48447651,50951266,2
792,tt2178470,8,50827466,51222924,2
793,tt2974918,43,249520430,254201766,9
794,tt2024469,48,222383055,231366371,9
795,tt0424942,9,88042920,102044571,4
796,tt2011276,12,78122,78122,0
797,tt2292959,17,62375,68535,0
798,tt2312718,45,51695362,53778155,2
799,tt1698641,28,101379287,107904176,5
800,tt1800246,33,53068955,55621602,2
801,tt2322441,54,570998101,581642264,9
802,tt2378281,21,100486616,105081013,5
803,tt2278871,44,22934370,23187424,1
804,tt3063516,30,160903019,171440024,8
805,tt0956038,14,79350659,89781609,3
806,tt2402105,22,1857458,1908718,0
807,tt2226519,12,28864,29175,0
808,tt2123342,2,35017,38634,0
809,tt2390361,20,25621449,27434520,1
810,tt2004420,57,270944428,285640807,9
811,tt2473682,39,87251115,90528883,4
812,tt1647668,30,39217912,42786863,1
813,tt2102502,5,21970000,21970000,1
814,tt2187884,9,171962,189724,0
815,tt1837709,37,22468620,23702416,1
816,tt2403021,23,12931569,13392285,0
817,tt0119951,6,41198146,80511401,2
818,tt2350496,17,12231500,12645841,0
819,tt1709143,28,261364,263840,0
820,tt2431286,24,98963392,102761720,4
821,tt0455967,15,68824526,83976936,3
822,tt1777595,7,1069454,1174173,0
823,tt1726592,43,19563579,19881073,0
824,tt1980929,32,68838736,70422147,3
825,tt2739338,7,1933829,2102449,0
826,tt0365907,50,62108587,64656217,3
827,tt0145921,1,90000000,119691355,4
828,tt0120789,23,49805462,86592386,2
829,tt0083791,31,40577001,120028575,2
830,tt1487931,37,20898221,20898221,1
831,tt3210686,13,70949793,76795573,3
832,tt2278388,41,164350409,169887713,8
833,tt1951181,25,7585011,7782167,0
834,tt2058107,27,23910210,24344814,1
835,tt1371150,27,41296320,44654580,2
836,tt2358891,24,29549145,29836645,1
837,tt2510028,7,59696,65535,0
838,tt1747958,36,2923959,2928113,0
839,tt2528814,14,63777092,69726245,3
840,tt2637294,22,12452601,13241434,0
841,tt2389182,8,59424,65239,0
842,tt2359024,18,435168,460460,0
843,tt2382396,26,373375,409929,0
844,tt2479800,19,1156309,1231479,0
845,tt1706620,65,88069880,88516686,4
846,tt1571249,16,5797192,6314625,0
847,tt0079522,32,39946780,142758007,1
848,tt5023260,14,2441390,2441390,0
849,tt2718492,20,15298355,15668941,0
850,tt2402085,13,927074,960454,0
851,tt1781769,43,1200000,1200000,0
853,tt2414046,9,16653,17754,0
854,tt2407380,2,18823,20658,0
855,tt2768766,3,9111,9948,0
856,tt2328813,10,35919,37925,0
857,tt2876428,3,4854356,4864241,0
858,tt2914838,7,24956,26551,0
859,tt1981107,37,357687,369013,0
860,tt3074732,13,11894,12648,0
861,tt1349485,1,4254,4521,0
862,tt3183630,16,270394,275653,0
863,tt1731141,70,127983283,134361590,6
864,tt0249516,2,73706,73706,0
865,tt1277953,56,746921271,774377974,9
866,tt1921064,49,108469033,110737718,5
867,tt0488120,32,89204700,101053504,4
869,tt1217209,95,554606532,584713816,9
870,tt0770828,102,667999518,698070635,9
871,tt0903624,148,471213,471213,0
872,tt1446192,96,306900902,319876621,9
873,tt1408101,99,467381584,491019225,9
874,tt1453405,90,743588329,771328814,9
875,tt1673434,62,829724737,866740977,9
876,tt1535108,59,286192091,295806118,9
877,tt1345836,194,1084439099,1141300963,9
878,tt1646987,58,305270083,315886505,9
879,tt1606378,82,304249198,311207785,9
880,tt0359950,50,188281304,194229427,9
881,tt1032817,6,236806,266849,0
882,tt1517260,44,64477051,67227831,3
883,tt1211956,61,103735965,106332639,5
884,tt1386703,53,211856088,219326778,9
885,tt0486578,7,38113408,47569959,1
886,tt1454468,95,695941797,724161549,9
887,tt1288558,46,97778356,103382474,4
888,tt1343092,62,351040419,366005475,9
889,tt1583421,76,375740705,388399913,9
890,tt1300854,161,1215392272,1257649771,9
891,tt1980209,46,81275291,86428456,4
892,tt1667889,127,879765137,900231583,9
893,tt1074638,101,1110526981,1148967507,9
894,tt1855325,81,238940997,244313982,9
895,tt1772341,78,496511521,520287928,9
896,tt1764651,71,311979256,322768003,9
897,tt1924429,36,22594052,22834018,1
898,tt1605630,80,236799211,244001015,9
899,tt1621045,14,113373764,124989677,5
900,tt1586265,54,120925697,126147264,6
901,tt1790885,60,134612435,144606210,6
902,tt2023587,23,148095566,155496261,7
903,tt1483013,80,287916633,297123280,9
904,tt1142798,7,37105289,46355776,1
905,tt0263757,14,37095657,55182095,1
906,tt1615065,39,82513490,88518054,4
907,tt1905041,76,789300444,813961092,9
908,tt1572315,27,47666013,51726620,2
909,tt1549920,47,48330757,49575801,2
910,tt1663143,9,11166615,12360532,0
911,tt0325805,27,59165300,77143275,2
912,tt1762399,29,130580730,134282585,6
913,tt2023453,24,77229695,83448130,3
914,tt1024648,56,227140757,243789534,9
915,tt0476964,24,69792704,80969886,3
916,tt0408839,37,127768790,138943988,6
917,tt1707386,64,442169052,459983105,9
918,tt0152930,16,11235528,11255302,0
919,tt1815862,48,251499665,257752867,9
920,tt0384793,16,38314803,51829883,1
921,tt0120434,17,36470465,71272346,1
922,tt1629757,22,8300821,9061867,0
923,tt1047540,24,6194,6584,0
924,tt1418377,67,74575290,76443120,3
925,tt1588173,63,115121608,121980126,5
926,tt0271668,18,54599300,72292419,2
927,tt1922777,31,87727807,93829284,4
928,tt1235522,42,34480045,36515586,1
929,tt1915581,28,170549753,184979244,8
930,tt1045658,53,236412453,250877535,9
931,tt1876451,9,24660323,27755976,1
932,tt1699755,11,9307166,10255347,0
933,tt0838232,28,70022978,77063878,3
934,tt1859650,33,74326015,76442998,3
935,tt1899353,31,9297407,9818274,0
936,tt2109184,29,140619520,147458625,7
937,tt1840417,22,16369708,17828223,0
938,tt2191701,45,247023808,260834569,9
939,tt0765446,28,74156610,80047247,3
940,tt2083383,27,47818913,52356694,2
941,tt1712170,28,35426759,38711595,1
942,tt1559547,74,60282876,62292683,3
943,tt1758575,3,595018,670516,0
944,tt2125435,29,23265132,24852261,1
945,tt1862079,19,4422318,4931245,0
946,tt1996264,12,1386088,1544907,0
947,tt1855199,38,57586606,62786656,2
948,tt1792647,24,28012862,29562027,1
949,tt0770802,12,5966671,6304985,0
950,tt1931533,41,33035736,34942051,1
951,tt0302640,20,54639509,73425473,2
952,tt1566501,8,10026255,10745572,0
953,tt2215719,9,32700439,35913921,1
954,tt1560747,32,51007693,51007693,2
955,tt2053425,28,29393634,29627016,1
956,tt1748227,18,8890094,9754269,0
957,tt1971352,19,830700,871211,0
958,tt1764234,52,39238443,41133835,1
959,tt2215285,9,66950887,75281254,3
960,tt0938330,45,55975672,58199976,2
961,tt0453562,26,97470701,107288287,4
962,tt1990314,20,4934356,5354831,0
963,tt1907668,46,160558438,172426426,8
964,tt2097307,27,17216955,18961518,0
965,tt1920849,17,12577401,12634081,0
966,tt1413495,32,16340767,17104166,0
967,tt2101441,83,31149251,32608582,1
968,tt0882977,35,57907734,62343348,2
969,tt1981677,39,116044347,124283833,5
970,tt1602620,28,36787044,37490643,1
971,tt0790724,63,217370736,227168205,9
972,tt2247692,3,33349941,37581528,1
973,tt1656186,31,17967746,18004508,0
974,tt1667310,25,1673635,1681977,0
975,tt1496422,22,3522153,3608076,0
976,tt2101341,43,19599974,20725681,0
977,tt1869716,20,3027956,3262969,0
978,tt1869425,3,2940411,3234909,0
979,tt1488181,32,34454631,34454631,1
980,tt1606829,3,314444,331453,0
981,tt1272878,48,132493015,140305367,6
982,tt1935179,29,31556959,33787668,1
983,tt1844203,8,4327,4772,0
984,tt2106476,53,18309793,18380788,0
985,tt2309788,6,2592308,2841153,0
986,tt1763303,11,17061,19223,0
987,tt2082197,8,36751984,37107878,1
988,tt1817273,44,5324961,5324961,0
989,tt2032557,19,528731,583355,0
990,tt2076220,19,4230426,4309860,0
991,tt2176013,9,5806666,6193345,0
992,tt0401997,18,34458779,44483751,1
993,tt1814621,17,18733666,20594199,0
994,tt1480658,7,1632,1794,0
995,tt0424823,11,41780026,51770386,2
996,tt0388125,23,82203030,95333292,4
997,tt2243537,36,59922558,64059704,2
998,tt0790628,27,27392609,29721245,1
999,tt2099556,9,123407,123407,0
1000,tt0094947,19,10447579,10449730,0
1001,tt2053463,40,66742138,70066254,3
1002,tt0132477,11,33109865,58137514,1
1003,tt0364045,22,64232363,78757848,3
1004,tt1597522,46,60680125,60680125,3
1005,tt0887883,69,19923,19923,0
1006,tt2347569,11,11262769,11683008,0
1007,tt1935902,18,413733,414450,0
1008,tt2042568,38,32943247,34282393,1
1009,tt0433400,17,42797679,55783101,2
1010,tt1731697,24,1541131,1661584,0
1011,tt1922685,20,566099,597478,0
1012,tt1491044,23,3623609,3823047,0
1013,tt2126362,12,63555,63555,0
1014,tt2396566,7,5892466,6402828,0
1015,tt1874789,2,4917,5418,0
1016,tt2229499,53,41268579,43797616,2
1017,tt2209418,33,23251930,24089925,1
1018,tt2375605,9,501289,551458,0
1019,tt1525366,18,440821,440821,0
1020,tt1822311,1,2602,2870,0
1021,tt0390022,13,12848,14101,0
1022,tt0457419,23,68191643,77878737,3
1023,tt0119664,15,32017895,62570917,1
1024,tt1772422,2,13524,13524,0
1025,tt0443272,28,273346281,295567407,9
1026,tt0472181,63,563749323,582452811,9
1027,tt1201607,76,1341511219,1391479904,9
1028,tt1399103,68,1123790543,1170005694,9
1029,tt0800369,125,449326618,473068339,9
1030,tt1471275,1,89758389,94531172,4
1031,tt1133985,76,219535492,234827451,9
1032,tt1129442,47,107235592,115142276,5
1033,tt1411697,54,586464305,619836671,9
1034,tt0119142,14,31680796,61613898,1
1035,tt1440129,130,305218228,313495324,9
1036,tt0448694,39,554987477,574547603,9
1037,tt0837562,59,378505812,397273976,9
1038,tt1436562,58,487519809,506355195,9
1039,tt0763831,20,20790486,23131518,1
1040,tt0848228,261,1519479547,1598564007,9
1041,tt0454876,70,607987022,623046000,9
1042,tt0409847,54,176038324,189201412,8
1043,tt1302011,61,664837547,686509551,9
1044,tt0970179,51,180047784,189634524,9
1045,tt0458481,105,39499349,40846496,1
1046,tt1216475,83,560155383,585263693,9
1047,tt0778661,11,31609243,41137867,1
1048,tt0119896,16,31301775,61171435,1
1049,tt1022603,49,34474055,40829485,1
1050,tt0458339,121,370569776,393737584,9
1051,tt0118708,19,37639029,67454843,1
1052,tt1192628,40,245724600,261918388,9
1053,tt0948470,138,757890267,791137876,9
1054,tt1298650,87,1045663875,1077278806,9
1055,tt1496025,53,160379930,168287497,8
1056,tt1402488,44,157956466,166337783,7
1057,tt1430607,46,149717124,155807813,7
1058,tt0983193,72,373993951,384058270,9
1059,tt1787759,6,53345287,60341387,2
1061,tt1482459,56,350976753,378133882,9
1062,tt1253864,63,211562435,222510168,9
1063,tt1488555,28,75997067,80881451,3
1064,tt1596343,78,630163454,657708544,9
1065,tt1478338,42,289632023,311823726,9
1066,tt0084787,58,27573078,29802582,1
1067,tt1568346,66,239373970,252618583,9
1068,tt1324999,56,689420051,726285623,9
1069,tt1142977,43,81150788,85619906,4
1070,tt0401729,74,282778100,292048108,9
1071,tt0191133,6,30597073,45340256,1
1072,tt1564349,25,96068724,105547801,4
1073,tt1433822,14,10637281,11263683,0
1074,tt1631867,82,370541256,380353369,9
1075,tt1284575,42,215448997,228602153,9
1077,tt1598828,30,36197221,39548805,1
1078,tt1318514,87,482860185,506041847,9
1079,tt1405365,17,3787689,4181461,0
1080,tt1232829,55,202812429,220379272,9
1081,tt1702425,14,8446952,9196770,0
1082,tt1622547,29,40966716,45826238,2
1083,tt0401623,2,39846896,50292072,1
1084,tt0123987,6,29858048,57105899,1
1085,tt1509767,38,139877913,142550424,6
1086,tt0383010,26,54052249,59678073,2
1087,tt1195478,33,61623819,65265434,3
1088,tt1229340,32,172185754,185243274,8
1089,tt1611224,57,137489730,142250318,6
1090,tt1521197,27,11239,11652,0
1091,tt1077368,115,238202668,248318797,9
1092,tt1682180,31,12034913,12210877,0
1093,tt0119141,18,29299524,57258542,1
1094,tt0120032,13,29235353,57133132,1
1095,tt1371111,57,130673154,134107929,6
1096,tt1657507,31,72295262,77103898,3
1097,tt0119848,8,28985323,56644518,1
1098,tt1598778,59,137551594,147473971,6
1099,tt1640484,15,38158601,43049799,1
1100,tt1270798,93,355408305,374609396,9
1101,tt0780504,73,78054825,82651968,3
1103,tt1535612,16,1148578,1152594,0
1104,tt1625346,22,22750356,24874046,1
1105,tt1655420,54,34240572,36130834,1
1106,tt1460743,18,11354230,11354230,0
1107,tt0815245,20,42778961,48383937,2
1108,tt1258972,31,22018988,24002705,1
1109,tt0993846,55,2428959,2428959,0
1110,tt1758692,19,3731489,4176684,0
1111,tt0780571,31,45989012,54639488,2
1112,tt1596365,44,128955898,135849944,6
1113,tt1674784,26,786532,788732,0
1114,tt1568911,33,156815529,167123923,7
1115,tt1547234,32,31393201,33965834,1
1116,tt1632708,41,146595891,153914282,7
1117,tt1598822,30,146850273,153972600,7
1118,tt1515091,67,535663443,559955262,9
1119,tt0810913,26,150519217,160234381,7
1120,tt1517489,23,80681183,85735132,4
1121,tt0123209,4,27807627,49101260,1
1122,tt0119051,27,34099255,60626644,1
1123,tt1229238,85,694713230,721884456,9
1124,tt1441951,22,56178935,58078834,2
1125,tt1409024,85,654213485,676928442,9
1126,tt1602098,21,8539003,8921515,0
1127,tt1336608,32,61031932,65919337,3
1128,tt1545106,10,94812,95236,0
1129,tt1645080,19,1989035,2176605,0
1130,tt1465522,32,5476793,5506142,0
1131,tt1276104,71,170466405,178902466,8
1132,tt1366365,35,25361206,25838738,1
1133,tt1601913,45,81249176,87793887,4
1134,tt1389137,42,118729073,128514316,5
1135,tt0125454,8,27084499,51801266,1
1136,tt1233301,24,5297411,5297411,0
1137,tt1430615,28,25268680,27826326,1
1138,tt1366344,25,38749404,42739103,1
1139,tt0816711,75,531514650,552422661,9
1140,tt1616195,30,84606030,89495831,4
1141,tt2091473,21,12394562,13283145,0
1142,tt1448755,43,65409046,68704124,3
1143,tt1622979,40,155011165,160596432,7
1144,tt1351685,71,197687603,204422850,9
1145,tt1340800,38,81452811,84533853,4
1146,tt1704573,12,10106975,11274874,0
1147,tt0477302,30,55247881,59290378,2
1148,tt0455944,76,192903624,202839802,9
1149,tt0118604,12,26570463,51655880,1
1150,tt1535438,26,133085295,141147017,6
1151,tt1648179,34,73239258,78957859,3
1152,tt1649419,53,169590606,171636159,8
1153,tt1634122,37,164640401,165742922,8
1155,tt1967545,21,14189810,15499131,0
1156,tt0119223,13,920099,946824,0
1157,tt1592525,54,33943049,35760901,1
1158,tt1327194,35,96633833,104304894,4
1159,tt1726669,23,4659110,4822991,0
1160,tt1694020,27,41294674,45864510,2
1161,tt1623205,80,490359051,514615830,9
1162,tt1408253,35,153733800,166874805,7
1163,tt0489237,19,45991195,53867169,2
1164,tt0873886,48,1983596,2123322,0
1165,tt1411250,62,94763758,99105836,4
1166,tt0790736,56,79076678,82550208,3
1167,tt0119731,17,25842024,50501728,1
1168,tt0419984,14,33035245,40872586,1
1169,tt1656190,48,41495213,43670270,2
1170,tt1599348,47,208542162,224552640,9
1171,tt1866249,28,11495204,12248078,0
1172,tt1397280,72,377807404,395539306,9
1173,tt1316616,8,4020990,4161225,0
1174,tt1412386,30,134639780,140525138,6
1175,tt1606389,38,197618160,213480492,9
1176,tt1596350,44,156974557,163922845,7
1177,tt0471042,36,101987,105631,0
1178,tt1327773,32,177025498,189074206,8
1179,tt0119675,21,25514166,49861010,1
1180,tt1645170,46,180148897,187717577,9
1181,tt1428538,59,214949716,220705048,9
1182,tt1710396,10,31157914,35082710,1
1183,tt1462769,23,55249159,61828334,2
1184,tt0119099,28,1420499,1420499,0
1185,tt1716777,22,12617472,14194865,0
1186,tt1742650,22,24474463,25741226,1
1187,tt1007029,30,115592104,119393488,5
1188,tt1194173,76,280355920,294719721,9
1189,tt1615918,56,349088523,366394911,9
1190,tt1204342,39,160971922,172568994,8
1191,tt1430626,43,136143605,140083507,6
1192,tt1748122,54,68582095,74356914,3
1193,tt1723811,27,20412841,20929042,1
1194,tt1637725,54,556016627,583761900,9
1195,tt0431021,33,82925064,89158966,4
1196,tt1524137,39,98406855,106848213,4
1197,tt1748179,32,14518884,14525165,0
1198,tt0084105,2,66633730,75735040,3
